K	ADVFM_AVG	ADVFM_NEW-OLD	ADVFM_behind	ADVFM_in	ADVFM_near	ADVFM_on	ADVFM_under	FM	FMS	PT	SYNTH	ID
64	55.604	78.74	95.49	16.73	66.83	0.0	98.97	41.48	42.21	8.11	29.69	0794
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.2	89.45	67.4	68.75	0634
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	87.98	88.16	58.84	56.25	0358
0	70.108	-14.22	56.28	76.96	61.91	80.32	75.07	65.34	82.71	75.63	76.56	0570
64	79.648	-7.66	76.98	80.0	71.47	88.49	81.3	79.64	86.67	83.6	62.5	0015
64	79.678	-3.45	84.05	79.53	69.69	83.96	81.16	81.92	89.86	82.93	67.19	0376
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	88.33	58.79	46.88	0052
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.1	88.42	57.83	64.06	0308
64	79.854	15.67	87.75	64.33	79.42	76.57	91.2	85.88	89.83	81.98	65.62	0118
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.82	58.25	54.69	0556
0	68.332	7.92	78.85	77.66	61.53	49.5	74.12	69.25	83.92	77.73	62.5	0106
0	60.214	95.09	98.17	6.32	97.46	0.0	99.12	85.07	84.54	57.75	34.38	0564
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.02	88.8	58.37	35.94	0087
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.14	88.26	57.83	37.5	0363
64	71.628	59.79	94.26	10.06	94.27	61.46	98.09	86.76	88.9	71.04	76.56	0627
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.05	88.54	59.18	60.94	0322
0	60.926	-34.18	46.18	76.84	43.17	86.02	52.42	51.37	62.76	68.41	62.5	0607
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.8	89.18	58.09	57.81	0628
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.62	88.08	57.41	45.31	0643
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.64	88.33	58.45	59.38	0000
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.01	88.06	58.62	45.31	0393
64	62.936	89.35	98.06	13.68	98.7	4.97	99.27	87.71	87.3	67.29	64.06	0104
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.13	88.52	57.95	51.56	0590
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.8	88.59	58.87	50.0	0604
64	84.222	-1.12	85.36	82.11	75.2	87.68	90.76	82.41	91.3	81.42	78.12	0577
64	63.412	88.8	99.26	0.0	99.08	20.26	98.46	89.23	90.7	72.1	71.88	0857
64	76.284	-6.15	76.98	92.75	62.24	67.19	82.26	80.04	89.23	78.51	81.25	0515
0	60.74	97.19	99.44	4.56	99.41	0.29	100.0	88.21	88.36	66.4	73.44	0825
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.85	88.26	58.37	48.44	0530
0	61.958	90.9	98.45	8.65	97.68	6.18	98.83	87.37	86.01	68.8	60.94	0858
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.11	57.81	57.81	0814
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.72	58.25	54.69	0130
64	84.984	8.84	88.74	75.2	85.85	84.15	90.98	83.22	81.7	71.88	56.25	0069
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.23	89.76	67.38	64.06	0315
64	77.526	-18.98	81.87	89.12	51.54	88.71	76.39	73.63	89.88	79.94	82.81	0269
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.16	87.98	58.79	45.31	0080
64	73.568	7.85	79.58	68.54	71.58	69.18	78.96	71.7	70.51	66.26	60.94	0252
0	67.05	73.99	95.0	25.85	96.33	19.46	98.61	86.59	90.32	77.5	73.44	0270
0	57.046	-35.36	41.99	70.64	43.17	85.88	43.55	61.91	82.74	82.46	78.12	0065
0	77.36	1.64	78.28	74.27	72.56	78.48	83.21	76.16	80.61	71.21	56.25	0047
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.46	87.73	56.66	46.88	0605
0	72.658	-8.32	67.34	84.68	64.78	70.61	75.88	66.89	79.33	74.65	64.06	0004
0	62.632	88.57	97.08	10.99	97.84	7.98	99.27	88.01	89.37	72.72	68.75	0086
0	60.886	97.29	99.82	5.03	99.73	0.0	99.85	88.92	87.81	68.19	65.62	0303
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.23	88.29	59.76	48.44	0519
0	62.8	91.15	99.33	0.58	99.19	15.63	99.27	87.73	87.96	68.94	67.19	0828
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.9	88.71	57.44	50.0	0002
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.9	57.44	45.31	0790
64	73.18	53.53	94.76	39.53	92.98	42.59	96.04	85.9	86.28	66.76	64.06	0404
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.77	88.29	58.51	54.69	0520
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.71	89.38	57.89	51.56	0279
0	60.006	99.91	99.96	0.12	99.95	0.0	100.0	88.66	87.8	66.4	65.62	0885
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	89.35	58.17	39.06	0771
0	61.894	93.17	98.66	7.72	99.19	4.27	99.63	87.55	86.72	67.07	68.75	0635
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	88.59	59.18	53.12	0904
64	68.022	-32.51	50.16	84.44	53.75	90.62	61.14	64.13	77.69	75.99	56.25	0823
0	65.152	80.04	97.5	6.9	96.27	27.36	97.73	87.1	85.47	67.96	59.38	0271
0	59.948	99.92	100.0	0.0	99.89	0.0	99.85	88.21	87.7	58.23	35.94	0765
64	79.042	-16.39	79.51	86.43	62.07	91.32	75.88	73.37	85.67	73.75	65.62	0339
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.97	88.71	59.37	40.62	0903
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.94	58.09	54.69	0291
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.31	88.47	58.42	53.12	0013
0	65.062	78.42	95.25	17.89	95.95	18.13	98.09	88.21	91.12	76.55	70.31	0021
64	82.692	-5.88	81.41	86.08	69.21	86.36	90.4	78.05	84.82	72.19	70.31	0046
64	79.146	-15.22	80.96	82.22	60.13	94.34	78.08	73.12	84.82	77.11	76.56	0879
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.54	88.72	57.55	45.31	0851
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.9	88.46	57.41	60.94	0763
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.2	87.6	65.89	57.81	0594
64	79.88	28.56	90.64	57.08	90.82	68.41	92.45	85.72	88.46	75.69	60.94	0011
64	74.194	35.39	88.24	26.55	83.85	79.37	92.96	83.19	86.26	74.9	78.12	0366
0	21.304	35.41	42.63	0.12	25.5	0.0	38.27	18.36	18.28	0.31	10.94	0136
64	76.236	25.51	89.55	60.58	84.44	61.27	85.34	79.87	78.95	67.66	54.69	0347
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.94	89.12	58.76	53.12	0750
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.94	88.99	58.31	39.06	0009
0	59.978	99.96	100.0	0.0	99.89	0.0	100.0	89.51	89.81	73.22	75.0	0008
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.21	88.51	57.69	54.69	0751
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.0	89.25	58.06	56.25	0847
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.53	89.0	58.31	54.69	0286
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.04	57.5	31.25	0126
0	63.212	87.66	95.81	1.52	99.24	19.71	99.78	87.96	90.21	74.59	70.31	0548
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.52	88.38	57.47	40.62	0140
64	68.66	63.27	96.3	23.63	87.36	37.77	98.24	86.59	87.58	75.29	68.75	0535
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.82	88.9	58.98	64.06	0090
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.09	89.07	57.36	48.44	0116
64	82.558	-7.51	82.4	86.67	72.02	87.46	84.24	77.79	86.49	78.88	57.81	0287
64	75.218	-19.09	72.79	91.7	53.48	81.65	76.47	74.39	86.66	80.78	75.0	0256
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.85	59.43	59.38	0504
0	72.764	-7.1	77.75	82.11	64.94	71.94	67.08	75.38	84.13	81.59	78.12	0558
0	81.632	10.32	84.44	82.11	82.87	68.78	89.96	81.13	82.0	71.01	71.88	0123
0	60.152	98.98	99.65	1.05	99.73	0.48	99.85	87.3	88.34	67.57	62.5	0835
64	62.426	91.28	99.3	0.35	98.76	14.97	98.75	88.03	87.71	67.6	64.06	0297
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.56	88.26	59.18	50.0	0629
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.09	88.62	58.37	56.25	0343
64	82.662	12.4	86.98	75.67	85.2	74.77	90.69	82.83	85.95	75.77	71.88	0592
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.15	88.47	59.21	48.44	0145
64	73.064	59.87	94.3	11.58	97.24	62.71	99.49	87.37	88.46	71.43	76.56	0838
0	78.51	12.48	84.83	78.6	78.66	63.44	87.02	79.76	81.77	75.69	64.06	0807
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.28	89.55	57.72	40.62	0597
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.15	89.05	57.47	39.06	0258
0	66.438	76.79	97.68	8.77	96.27	31.96	97.51	87.12	86.66	67.6	62.5	0282
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.45	88.87	64.13	65.62	0610
64	62.568	91.5	99.37	0.0	99.08	15.34	99.05	88.84	89.33	71.18	62.5	0545
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.99	89.04	57.95	48.44	0143
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.47	88.57	56.94	64.06	0354
0	70.026	61.03	93.7	25.85	93.57	40.97	96.04	85.07	89.56	75.29	79.69	0895
0	60.04	99.38	99.86	0.35	99.51	0.48	100.0	89.38	89.13	70.2	76.56	0565
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.39	88.64	58.95	65.62	0035
0	65.162	-25.83	56.32	87.95	51.43	73.37	56.74	63.47	67.39	76.75	50.0	0293
0	59.868	99.78	100.0	0.0	99.78	0.0	99.56	84.31	84.1	58.17	48.44	0805
64	13.546	22.58	18.02	0.0	13.13	0.0	36.58	11.53	7.86	0.0	3.12	0338
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.19	88.57	58.48	51.56	0912
0	73.052	16.21	80.36	49.12	80.17	77.53	78.08	69.86	72.52	67.26	53.12	0822
0	64.546	82.75	98.56	7.72	96.65	22.07	97.73	86.62	85.49	66.31	54.69	0826
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.66	88.46	57.61	50.0	0842
64	82.108	7.66	88.45	74.74	79.74	80.29	87.32	82.84	87.5	75.46	76.56	0142
0	61.466	92.68	98.24	11.46	98.54	0.26	98.83	87.85	88.61	69.92	64.06	0066
0	63.392	83.51	95.78	5.5	96.81	21.07	97.8	86.26	85.67	68.27	59.38	0255
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.67	88.95	58.39	46.88	0526
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.99	88.28	56.72	43.75	0337
64	83.034	17.06	87.61	73.33	87.68	72.27	94.28	82.91	81.67	67.6	65.62	0144
0	64.862	76.05	94.9	25.15	93.3	13.31	97.65	86.23	90.52	76.69	71.88	0381
64	75.026	-22.33	74.87	88.07	51.05	88.78	72.36	75.76	82.89	83.86	78.12	0801
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.61	88.89	57.86	56.25	0328
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.09	88.99	59.18	43.75	0399
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.1	89.05	58.48	50.0	0852
64	76.112	39.87	89.02	38.25	90.17	66.13	96.99	82.0	84.23	71.68	60.94	0753
64	75.572	46.6	92.64	58.6	93.73	36.63	96.26	86.21	85.29	67.6	59.38	0562
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.27	88.77	58.76	65.62	0898
0	75.702	34.32	86.62	52.51	88.49	57.71	93.18	82.18	88.8	77.53	76.56	0137
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.61	89.42	57.61	60.94	0837
64	72.512	-26.6	74.02	81.99	46.19	94.96	65.4	68.99	79.84	77.48	60.94	0266
64	61.022	95.85	99.54	0.0	99.14	7.02	99.41	88.33	89.35	69.31	67.19	0351
64	79.576	-3.5	77.47	79.53	68.13	83.82	88.93	78.04	86.64	77.73	71.88	0262
64	76.972	23.51	86.52	56.84	86.39	68.89	86.22	81.9	86.71	69.39	62.5	0907
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.75	89.25	57.69	54.69	0896
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.29	88.69	58.48	67.19	0584
0	60.352	98.93	99.82	1.99	99.95	0.0	100.0	88.75	88.8	67.4	53.12	0517
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.74	88.84	58.56	45.31	0507
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.28	89.05	59.29	59.38	0119
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.06	88.56	58.2	42.19	0251
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.44	88.56	58.79	65.62	0278
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.47	89.0	58.62	57.81	0889
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	89.33	89.18	57.05	60.94	0326
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.72	88.24	59.23	57.81	0101
64	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.42	88.31	58.09	46.88	0795
0	76.702	3.73	84.83	76.14	71.31	72.78	78.45	79.0	68.92	78.9	60.94	0085
0	60.0	100.0	100.0	0.0	100.0	0.0	100.0	88.18	88.23	57.72	48.44	0283
64	28.134	-5.94	26.86	63.39	3.35	0.0	47.07	23.07	23.66	7.83	35.94	0139
64	61.236	95.04	99.16	5.96	99.41	2.46	99.19	88.44	88.14	66.9	73.44	0583
